Loja,Item,Tamanho,Quantidade,Valor
Loja 5,Top,PP,10,33.1
Loja 6,Camiseta,M,8,27.81
Loja 2,Shorts Academia,G,6,97.31
Loja 1,Calça Camuflada,GG,7,37.17
Loja 5,Blazer,G,6,37.19
Loja 3,Shorts,G,3,19.14
Loja 5,Shorts Academia,M,4,50.39
Loja 9,Blazer,EGG,8,11.22
Loja 9,Calça Masc,GG,5,71.92
Loja 10,Macacão,PP,9,99.3
Loja 10,Shorts Academia,PP,9,13.44
Loja 3,Camiseta,EGG,7,12.01
Loja 2,Moletom,EGG,10,75.03
Loja 4,Vestido,PP,5,36.9
Loja 7,Moletom,GG,7,26.3
Loja 7,Jaqueta,M,5,65.29
Loja 8,Bermuda,GG,2,62.97
Loja 5,Jaqueta,PP,4,42.4
Loja 8,Blusa,P,6,86.45
Loja 1,Bermuda,P,10,56.22
Loja 4,Regata,P,10,99.63
Loja 9,Bermuda,P,5,70.03
Loja 2,Calça Masc,G,8,16.66
Loja 3,Top,GG,5,96.48
Loja 9,Shorts Academia,M,1,20.45
Loja 7,Bermuda,M,5,41.62
Loja 6,Camiseta Mang Long,GG,4,12.63
Loja 3,Blazer,EGG,7,28.45
Loja 5,Shorts,M,7,48.23
Loja 10,Macacão,M,8,14.36
Loja 9,Regata,G,5,76.35
Loja 3,Blusa,EGG,4,53.09
Loja 6,Macacão,M,10,84.2
Loja 5,Calça Fem,P,3,31.11
Loja 5,Calça Fem,EGG,3,15.97
Loja 7,Calça Camuflada,EGG,3,71.17
Loja 2,Calça Masc,M,6,22.25
Loja 10,Shorts,EGG,5,41.57
Loja 7,Moletom,M,1,57.26
Loja 10,Calça Fem,GG,9,91.95
Loja 9,Calça Masc,PP,10,92.28
Loja 9,Camiseta,EGG,9,31.63
Loja 4,Camiseta,EGG,7,98.3
Loja 1,Bermuda,EGG,8,23.02
Loja 3,Camiseta,M,3,63.12
Loja 8,Bermuda,P,8,53.28
Loja 5,Bermuda,G,5,56.83
Loja 7,Jaqueta,M,3,19.84
Loja 9,Blusa,G,7,23.88
Loja 9,Blazer,GG,5,53.61
Loja 8,Camiseta Mang Long,G,6,20.5
Loja 4,Pijama,G,3,27.17
Loja 10,Baby Look,P,6,72.16
Loja 8,Shorts Academia,GG,2,67.01
Loja 1,Shorts,GG,1,17.17
Loja 3,Calça Masc,GG,7,69.58
Loja 4,Vestido,GG,3,76.08
Loja 10,Camiseta Mang Long,P,8,27.5
Loja 8,Calça Camuflada,GG,1,12.51
Loja 7,Macacão,M,1,34.78
Loja 4,Pijama,M,6,44.45
Loja 1,Calça Masc,G,7,57.62
Loja 3,Calça Skini,M,6,76.06
Loja 2,Blazer,PP,5,11.15
Loja 5,Vestido,M,4,73.11
Loja 6,Calça Fem,P,10,26.95
Loja 10,Calça Skini,M,8,75.83
Loja 2,Blusa,P,9,74.44
Loja 2,Shorts Academia,P,6,29.88
Loja 5,Calça Fem,P,8,31.53
Loja 6,Camiseta,P,7,83.45
Loja 7,Macacão,P,7,95.39
Loja 2,Jaqueta,M,10,86.65
Loja 9,Shorts,P,2,27.28
Loja 5,Legging,M,6,85.31
Loja 2,Shorts,M,3,48.72
Loja 4,Calça Skini,GG,1,23.86
Loja 6,Bermuda,GG,8,47.67
Loja 4,Baby Look,M,1,60.99
Loja 8,Camiseta,P,10,86.86
Loja 4,Calça Fem,PP,1,92.07
Loja 10,Top,EGG,3,83.54
Loja 8,Camiseta Mang Long,M,8,22.76
Loja 4,Jaqueta,P,9,73.22
Loja 4,Shorts,PP,4,31.83
Loja 8,Pijama,EGG,10,69.78
Loja 8,Bermuda,G,10,32.04
Loja 1,Camiseta Mang Long,EGG,7,95.92
Loja 6,Pijama,P,4,38.9
Loja 8,Jaqueta,GG,7,54.16
Loja 10,Blusa,PP,5,60.12
Loja 2,Camiseta Mang Long,EGG,8,50.68
Loja 3,Calça Skini,G,5,71.87
Loja 1,Calça Masc,GG,5,91.94
Loja 10,Calça Camuflada,G,4,75.39
Loja 3,Shorts Academia,P,4,71.7
Loja 10,Shorts Academia,G,8,88.12
Loja 6,Top,M,4,28.05
Loja 7,Bermuda,P,3,81.61
Loja 7,Shorts,PP,8,73.85
Loja 8,Moletom,G,2,44.1
Loja 10,Regata,G,10,87.05
Loja 1,Macacão,EGG,2,69.88
Loja 7,Shorts,PP,5,27.76
Loja 10,Blusa,P,3,30.02
Loja 5,Camiseta Mang Long,M,6,97.17
Loja 4,Moletom,PP,4,17.94
Loja 4,Vestido,EGG,4,56.14
Loja 1,Jaqueta,M,7,46.5
Loja 5,Calça Camuflada,M,3,34.74
Loja 2,Calça Fem,P,3,81.06
Loja 5,Vestido,P,9,59.75
Loja 1,Macacão,M,4,98.77
Loja 3,Calça Masc,PP,10,20.05
Loja 5,Shorts Academia,GG,5,75.51
Loja 4,Blazer,M,2,63.56
Loja 6,Moletom,PP,8,46.58
Loja 6,Regata,EGG,6,31.57
Loja 3,Calça Skini,P,5,81.41
Loja 9,Calça Masc,M,1,21.57
Loja 8,Camiseta,GG,3,91.81
Loja 1,Top,G,2,51.88
Loja 6,Calça Fem,GG,8,35.45
Loja 3,Top,P,9,39.82
Loja 8,Blazer,M,9,80.06
Loja 4,Calça Masc,P,8,61.75
Loja 2,Vestido,M,10,71.97
Loja 10,Legging,G,7,72.49
Loja 9,Regata,G,2,82.63
Loja 7,Pijama,GG,4,88.14
Loja 8,Moletom,PP,7,71.26
Loja 6,Moletom,P,1,87.6
Loja 6,Calça Skini,G,1,21.98
Loja 8,Jaqueta,EGG,9,87.14
Loja 3,Calça Fem,G,8,99.93
Loja 4,Legging,GG,10,22.45
Loja 3,Blazer,PP,5,49.54
Loja 6,Shorts Academia,M,9,25.22
Loja 10,Legging,G,6,45.42
Loja 4,Jaqueta,M,9,72.13
Loja 3,Calça Camuflada,PP,6,18.97
Loja 3,Blusa,M,8,64.26
Loja 5,Vestido,M,10,42.4
Loja 2,Calça Camuflada,P,10,44.03
Loja 1,Calça Skini,EGG,9,75.24
Loja 1,Blazer,M,5,74.31
Loja 10,Macacão,PP,3,12.62
Loja 10,Camiseta Mang Long,PP,2,55.17
Loja 6,Calça Skini,EGG,4,88.65
Loja 6,Camiseta,EGG,7,28.39
Loja 4,Camiseta Mang Long,P,6,30.26
Loja 6,Jaqueta,P,1,43.12
Loja 4,Legging,M,4,67.09
Loja 3,Pijama,P,6,35.03
Loja 5,Calça Skini,G,4,54.42
Loja 9,Blazer,M,9,59.12
Loja 1,Calça Fem,G,4,27.66
Loja 4,Calça Camuflada,GG,7,19.75
Loja 8,Blazer,EGG,2,48.79
Loja 1,Jaqueta,M,4,35.23
Loja 10,Camiseta Mang Long,P,6,37.11
Loja 4,Regata,M,9,30.77
Loja 7,Camiseta Mang Long,M,6,88.31
Loja 1,Blusa,GG,7,50.55
Loja 7,Calça Skini,M,9,47.19
Loja 9,Jaqueta,GG,9,86.22
Loja 10,Moletom,M,1,97.1
Loja 4,Shorts,GG,2,68.92
Loja 9,Vestido,G,4,71.16
Loja 10,Moletom,EGG,9,51.06
Loja 8,Pijama,G,7,98.75
Loja 7,Blazer,G,9,25.51
Loja 2,Vestido,GG,10,49.82
Loja 7,Shorts Academia,M,3,47.67
Loja 3,Camiseta,P,3,44.99
Loja 5,Blusa,M,4,52.39
Loja 10,Vestido,M,4,16.43
Loja 7,Blusa,PP,4,92.12
Loja 9,Pijama,P,5,24.5
Loja 2,Camiseta,EGG,7,84.51
Loja 8,Calça Skini,GG,5,87.37
Loja 5,Vestido,GG,6,37.57
Loja 1,Shorts Academia,G,1,20.43
Loja 6,Camiseta,GG,10,27.23
Loja 8,Calça Skini,P,7,63.77
Loja 9,Jaqueta,M,5,44.66
Loja 10,Vestido,G,4,16.65
Loja 1,Camiseta,P,1,83.92
Loja 7,Pijama,P,5,54.78
Loja 6,Baby Look,M,2,70.07
Loja 7,Blazer,P,10,83.23
Loja 7,Regata,M,6,85.09
Loja 10,Baby Look,M,6,57.12
Loja 3,Macacão,EGG,2,11.4
Loja 3,Blusa,EGG,3,83.92
Loja 4,Blusa,P,10,47.94
Loja 4,Regata,PP,7,72.66
Loja 10,Regata,EGG,10,46.12
Loja 6,Bermuda,G,7,46.92
Loja 9,Bermuda,P,3,87.7
Loja 4,Top,G,9,28.77
Loja 2,Calça Camuflada,M,10,88.97
Loja 9,Top,G,4,66.62
Loja 3,Calça Camuflada,M,7,64.0
Loja 7,Camiseta Mang Long,G,1,40.11
Loja 1,Calça Fem,P,8,62.48
Loja 7,Blazer,M,5,67.38
Loja 6,Baby Look,EGG,4,46.5
Loja 5,Bermuda,G,3,11.51
Loja 8,Baby Look,PP,3,63.95
Loja 4,Moletom,PP,6,87.64
Loja 10,Pijama,PP,8,86.43
Loja 9,Top,EGG,3,96.39
Loja 7,Calça Fem,P,3,15.74
Loja 1,Bermuda,GG,3,92.08
Loja 3,Camiseta Mang Long,P,10,25.65
Loja 10,Macacão,P,8,33.49
Loja 6,Moletom,P,4,29.67
Loja 10,Baby Look,M,1,23.51
Loja 3,Macacão,P,6,53.01
Loja 3,Blusa,M,5,28.7
Loja 10,Regata,M,9,61.5
Loja 5,Shorts,GG,3,57.89
Loja 4,Shorts Academia,G,3,44.11
Loja 2,Shorts,GG,9,28.07
Loja 4,Camiseta Mang Long,G,7,23.9
Loja 7,Camiseta,PP,1,68.12
Loja 4,Shorts,M,10,25.74
Loja 2,Vestido,P,3,47.19
Loja 2,Bermuda,G,6,89.88
Loja 7,Macacão,GG,6,49.38
Loja 2,Calça Fem,PP,5,78.11
Loja 5,Shorts,GG,5,18.48
Loja 10,Bermuda,G,4,61.9
Loja 3,Calça Camuflada,GG,8,36.51
Loja 6,Shorts,P,6,35.58
Loja 1,Legging,P,10,13.53
Loja 6,Camiseta Mang Long,EGG,6,44.38
Loja 7,Jaqueta,M,9,85.46
Loja 9,Calça Camuflada,PP,1,93.71
Loja 6,Blusa,M,3,79.97
Loja 3,Blusa,PP,7,99.59
Loja 5,Legging,P,3,42.81
Loja 2,Blazer,EGG,9,45.52
Loja 9,Calça Camuflada,G,5,65.74
Loja 8,Blusa,P,4,52.48
Loja 3,Moletom,M,7,79.79
Loja 6,Shorts Academia,PP,8,52.2
Loja 5,Shorts Academia,P,4,83.3
Loja 9,Vestido,PP,10,97.66
Loja 7,Baby Look,EGG,2,81.04
Loja 2,Macacão,P,6,55.96
Loja 1,Pijama,P,7,62.82
Loja 3,Macacão,EGG,3,96.99
Loja 5,Camiseta,G,4,31.53
Loja 10,Calça Skini,EGG,5,60.43
Loja 10,Calça Fem,M,9,97.65
Loja 3,Blusa,M,8,27.52
Loja 8,Regata,M,4,73.76
Loja 10,Shorts,GG,5,26.89
Loja 4,Pijama,GG,1,90.54
Loja 8,Moletom,PP,7,22.23
Loja 9,Top,P,6,79.92
Loja 4,Regata,P,8,83.9
Loja 7,Calça Masc,M,1,65.95
Loja 8,Regata,M,6,69.61
Loja 5,Shorts Academia,P,1,51.38
Loja 8,Top,PP,4,54.88
Loja 8,Top,GG,7,36.95
Loja 3,Macacão,G,3,48.05
Loja 5,Calça Skini,GG,3,93.28
Loja 4,Calça Masc,EGG,8,54.9
Loja 7,Regata,PP,1,86.82
Loja 4,Blazer,PP,4,52.74
Loja 2,Calça Masc,P,10,15.8
Loja 6,Moletom,GG,5,96.36
Loja 6,Shorts Academia,M,10,88.7
Loja 7,Shorts Academia,GG,8,62.48
Loja 1,Calça Skini,G,7,80.72
Loja 1,Moletom,G,4,37.41
Loja 8,Calça Camuflada,PP,8,42.72
Loja 3,Calça Masc,P,9,92.81
Loja 3,Pijama,G,10,31.34
Loja 9,Calça Masc,PP,8,88.3
Loja 8,Jaqueta,GG,6,70.62
Loja 2,Calça Fem,GG,8,24.13
Loja 2,Jaqueta,EGG,1,26.36
Loja 2,Pijama,EGG,10,22.45
Loja 3,Regata,PP,5,47.04
Loja 5,Macacão,P,7,47.1
Loja 10,Shorts,PP,4,33.18
Loja 10,Blusa,P,7,26.8
Loja 9,Shorts Academia,M,8,61.6
Loja 3,Legging,G,10,29.71
Loja 8,Blazer,M,8,94.66
Loja 7,Blazer,PP,3,60.75
Loja 9,Camiseta Mang Long,G,4,44.5
Loja 1,Calça Fem,G,10,22.61
Loja 4,Vestido,PP,8,43.77
Loja 1,Calça Skini,PP,7,19.15
Loja 10,Blazer,M,6,36.98
Loja 8,Moletom,PP,6,15.83
Loja 10,Shorts,EGG,3,93.01
Loja 9,Blazer,P,3,91.45
Loja 7,Camiseta,EGG,1,85.64
Loja 8,Pijama,G,6,94.83
Loja 9,Macacão,EGG,7,52.38
Loja 8,Pijama,EGG,4,93.16
Loja 6,Regata,GG,6,41.45
Loja 9,Calça Camuflada,PP,8,78.3
Loja 4,Camiseta Mang Long,P,3,67.51
Loja 10,Legging,EGG,9,16.81
Loja 5,Legging,P,10,74.97
Loja 4,Top,M,9,43.23
Loja 3,Bermuda,P,10,40.81
Loja 5,Calça Skini,P,6,22.86
Loja 1,Pijama,P,6,68.93
Loja 7,Calça Masc,PP,7,14.35
Loja 7,Regata,M,8,65.55
Loja 2,Legging,PP,2,62.52
Loja 3,Macacão,EGG,10,55.33
Loja 8,Calça Masc,G,6,23.65
Loja 9,Vestido,PP,3,79.26
Loja 2,Blusa,EGG,2,41.41
Loja 9,Legging,M,8,77.19
Loja 6,Blazer,EGG,3,20.67
Loja 1,Camiseta Mang Long,GG,6,69.79
Loja 9,Pijama,EGG,8,14.62
Loja 3,Macacão,PP,7,76.86
Loja 6,Blusa,EGG,9,40.73
Loja 5,Camiseta Mang Long,GG,10,11.42
Loja 2,Blusa,G,3,57.06
Loja 5,Jaqueta,EGG,6,98.27
Loja 8,Moletom,G,3,51.18
Loja 8,Calça Masc,G,1,69.43
Loja 10,Baby Look,P,7,93.89
Loja 2,Regata,M,7,67.84
Loja 6,Bermuda,GG,7,71.18
Loja 8,Calça Skini,M,4,48.56
Loja 7,Macacão,EGG,1,53.18
Loja 4,Pijama,GG,9,41.96
Loja 1,Legging,P,2,24.48
Loja 10,Calça Skini,PP,8,59.57
Loja 5,Legging,M,10,81.22
Loja 7,Blazer,PP,7,89.37
Loja 7,Calça Masc,EGG,9,69.77
Loja 1,Camiseta Mang Long,G,5,93.29
Loja 5,Calça Masc,PP,7,75.35
Loja 1,Vestido,GG,6,24.47
Loja 9,Top,PP,7,63.93
Loja 9,Regata,P,4,32.43
Loja 1,Regata,G,8,46.41
Loja 5,Regata,G,2,97.9
Loja 5,Camiseta Mang Long,M,4,66.22
Loja 10,Camiseta,P,7,48.84
Loja 1,Shorts,PP,1,39.58
Loja 10,Top,P,1,43.45
Loja 1,Legging,EGG,3,66.93
Loja 8,Pijama,M,10,87.87
Loja 7,Calça Camuflada,P,8,66.24
Loja 5,Calça Masc,G,4,73.31
Loja 6,Calça Skini,P,1,51.97
Loja 7,Macacão,G,1,11.85
Loja 8,Regata,PP,2,68.11
Loja 3,Legging,PP,3,61.77
Loja 8,Calça Skini,P,6,10.34
Loja 9,Macacão,M,4,48.49
Loja 3,Camiseta Mang Long,GG,2,67.55
Loja 3,Baby Look,EGG,10,17.84
Loja 7,Legging,EGG,5,48.91
Loja 6,Blusa,PP,3,16.14
Loja 2,Blusa,M,7,54.74
Loja 8,Macacão,P,10,40.69
Loja 4,Legging,EGG,5,12.16
Loja 8,Regata,GG,5,13.18
Loja 10,Blusa,M,3,95.93
Loja 7,Camiseta Mang Long,P,1,99.57
Loja 1,Jaqueta,EGG,8,37.95
Loja 10,Bermuda,G,9,72.68
Loja 5,Calça Masc,GG,8,99.77
Loja 1,Shorts Academia,P,8,36.22
Loja 6,Regata,EGG,3,72.66
Loja 8,Shorts Academia,P,4,35.33
Loja 8,Pijama,G,9,29.56
Loja 9,Calça Masc,GG,4,22.85
Loja 4,Top,EGG,6,59.62
Loja 4,Blusa,P,8,95.76
Loja 5,Calça Masc,PP,10,76.71
Loja 3,Camiseta,PP,8,67.13
Loja 4,Legging,PP,5,94.2
Loja 5,Camiseta Mang Long,P,3,46.13
Loja 4,Camiseta Mang Long,PP,5,68.48
Loja 2,Moletom,M,1,89.04
Loja 7,Calça Fem,EGG,2,63.1
Loja 4,Jaqueta,M,7,47.95
Loja 1,Regata,EGG,3,85.38
Loja 7,Macacão,EGG,10,41.88
Loja 6,Regata,G,3,21.61
Loja 6,Blusa,PP,1,43.38
Loja 5,Macacão,GG,5,30.84
Loja 2,Calça Camuflada,EGG,2,68.32
Loja 6,Blazer,P,10,44.65
Loja 10,Calça Skini,G,5,54.33
Loja 8,Blusa,P,2,83.82
Loja 3,Blusa,P,5,35.1
Loja 5,Baby Look,GG,5,69.25
Loja 4,Bermuda,PP,5,49.88
Loja 4,Bermuda,M,6,60.66
Loja 2,Shorts Academia,P,7,31.93
Loja 6,Calça Masc,EGG,1,63.02
Loja 4,Jaqueta,EGG,2,40.21
Loja 1,Legging,M,1,84.47
Loja 8,Regata,PP,10,56.93
Loja 2,Jaqueta,P,8,40.45
Loja 7,Baby Look,P,5,62.02
Loja 5,Baby Look,PP,9,16.55
Loja 8,Baby Look,M,7,84.98
Loja 6,Vestido,PP,3,31.05
Loja 1,Blazer,P,2,42.92
Loja 8,Shorts Academia,P,3,69.19
Loja 10,Pijama,EGG,2,90.6
Loja 6,Regata,GG,8,43.49
Loja 1,Macacão,P,9,95.42
Loja 4,Shorts Academia,EGG,8,89.25
Loja 10,Shorts,PP,1,95.4
Loja 4,Jaqueta,EGG,2,63.93
Loja 3,Blazer,P,6,39.35
Loja 4,Calça Masc,P,3,34.61
Loja 9,Baby Look,EGG,10,12.45
Loja 1,Shorts Academia,EGG,2,67.22
Loja 3,Calça Fem,GG,2,93.52
Loja 1,Vestido,M,5,78.01
Loja 1,Moletom,M,6,13.52
Loja 6,Calça Masc,GG,7,78.73
Loja 2,Baby Look,M,6,26.92
Loja 1,Blusa,PP,5,16.53
Loja 1,Moletom,PP,7,33.96
Loja 8,Calça Masc,PP,9,90.94
Loja 10,Calça Camuflada,P,7,50.3
Loja 7,Baby Look,G,3,41.49
Loja 7,Jaqueta,G,4,55.73
Loja 4,Shorts Academia,EGG,10,99.12
Loja 3,Legging,EGG,3,85.11
Loja 10,Vestido,P,2,19.14
Loja 4,Blusa,M,7,45.52
Loja 3,Bermuda,M,9,28.23
Loja 5,Pijama,P,2,34.93
Loja 7,Calça Camuflada,EGG,9,82.74
Loja 7,Calça Skini,M,1,19.96
Loja 7,Pijama,P,9,43.31
Loja 8,Calça Masc,G,5,25.72
Loja 3,Calça Masc,PP,10,64.83
Loja 2,Blazer,EGG,2,12.56
Loja 2,Calça Camuflada,M,7,87.08
Loja 8,Macacão,PP,9,95.04
Loja 6,Macacão,PP,8,66.53
Loja 3,Macacão,GG,3,42.63
Loja 1,Moletom,GG,6,29.14
Loja 5,Jaqueta,GG,1,68.34
Loja 5,Bermuda,G,10,29.43
Loja 6,Blusa,EGG,1,23.01
Loja 2,Blusa,P,7,58.99
Loja 4,Shorts,PP,2,57.87
Loja 7,Pijama,P,9,58.13
Loja 7,Macacão,GG,8,12.51
Loja 2,Moletom,PP,3,85.77
Loja 9,Moletom,GG,2,62.18
Loja 4,Camiseta Mang Long,P,7,61.62
Loja 7,Legging,M,1,50.22
Loja 5,Top,G,10,78.03
Loja 2,Bermuda,P,5,56.88
Loja 2,Calça Camuflada,G,4,22.7
Loja 8,Moletom,G,7,87.2
Loja 8,Moletom,PP,10,18.81
Loja 8,Shorts Academia,GG,5,61.17
Loja 3,Pijama,EGG,3,85.45
Loja 9,Blusa,EGG,6,57.02
Loja 5,Calça Masc,EGG,2,64.6
Loja 2,Camiseta,GG,1,14.83
Loja 2,Calça Masc,EGG,6,18.6
Loja 6,Macacão,G,10,20.69
Loja 4,Top,EGG,4,36.29
Loja 7,Moletom,G,8,80.46
Loja 3,Calça Fem,M,9,62.85
Loja 10,Bermuda,P,2,18.05
Loja 1,Shorts Academia,M,3,14.08
Loja 3,Shorts Academia,P,4,75.08
Loja 3,Shorts,G,1,18.55
Loja 8,Jaqueta,P,9,21.13
Loja 5,Calça Camuflada,P,2,69.08
Loja 3,Shorts Academia,PP,1,58.2
Loja 4,Top,M,10,49.94
Loja 2,Pijama,M,9,76.42
Loja 8,Blusa,P,7,72.06
Loja 4,Blazer,G,7,28.19
Loja 5,Blusa,G,9,30.16
Loja 4,Calça Skini,PP,2,93.28
Loja 1,Calça Camuflada,GG,2,40.22
Loja 8,Top,G,10,82.58
Loja 3,Top,EGG,10,55.57
Loja 8,Blazer,M,8,99.86
Loja 4,Jaqueta,GG,6,92.43
Loja 3,Calça Skini,G,7,68.17
Loja 4,Top,EGG,7,69.87
Loja 6,Legging,M,1,91.64
Loja 2,Vestido,EGG,6,66.64
Loja 3,Blazer,PP,5,46.7
Loja 9,Calça Fem,EGG,2,73.39
Loja 10,Calça Skini,EGG,5,46.12
Loja 8,Baby Look,M,3,98.21
Loja 3,Shorts Academia,G,8,60.59
Loja 1,Macacão,GG,6,87.49
Loja 3,Camiseta Mang Long,M,6,42.19
Loja 7,Bermuda,G,10,57.55
Loja 9,Legging,PP,10,48.29
Loja 5,Macacão,GG,4,95.99
Loja 5,Vestido,P,4,80.32
Loja 10,Shorts Academia,PP,5,39.19
Loja 2,Calça Camuflada,P,1,35.52
Loja 10,Moletom,G,7,10.6
Loja 7,Moletom,M,6,18.52
Loja 7,Regata,PP,2,20.81
Loja 9,Regata,M,9,91.14
Loja 9,Camiseta Mang Long,G,8,10.38
Loja 8,Baby Look,EGG,1,73.27
Loja 7,Calça Fem,G,3,77.29
Loja 1,Camiseta Mang Long,EGG,3,35.13
Loja 1,Camiseta,M,3,34.94
Loja 8,Bermuda,PP,7,96.12
Loja 3,Calça Camuflada,PP,8,43.22
Loja 9,Top,GG,6,54.52
Loja 6,Camiseta,PP,9,56.25
Loja 10,Blusa,G,10,64.41
Loja 6,Pijama,G,9,48.54
Loja 10,Calça Fem,GG,10,29.29
Loja 2,Baby Look,P,9,14.03
Loja 6,Blusa,G,3,67.46
Loja 10,Calça Fem,G,1,31.38
Loja 6,Pijama,EGG,6,57.87
Loja 7,Baby Look,GG,5,70.58
Loja 2,Vestido,G,10,61.84
Loja 9,Vestido,M,9,36.91
Loja 5,Calça Camuflada,GG,5,12.11
Loja 3,Shorts Academia,M,4,61.64
Loja 2,Vestido,P,1,69.18
Loja 7,Baby Look,P,7,99.33
Loja 1,Calça Fem,P,2,49.88
Loja 5,Vestido,GG,2,30.79
Loja 4,Jaqueta,EGG,4,14.64
Loja 7,Calça Fem,G,3,80.19
Loja 8,Calça Camuflada,PP,4,22.43
Loja 10,Pijama,M,3,13.91
Loja 10,Top,GG,9,63.91
Loja 9,Legging,PP,10,32.98
Loja 8,Calça Fem,EGG,10,38.92
Loja 6,Shorts,P,5,29.5
Loja 5,Blusa,EGG,9,19.94
Loja 4,Blusa,EGG,8,32.89
Loja 1,Regata,GG,5,83.97
Loja 9,Calça Skini,P,9,98.52
Loja 8,Macacão,M,7,74.55
Loja 3,Macacão,P,10,75.02
Loja 4,Camiseta Mang Long,GG,2,16.95
Loja 4,Legging,M,5,78.26
Loja 7,Calça Masc,PP,10,60.13
Loja 1,Moletom,EGG,5,10.49
Loja 1,Vestido,M,3,86.93
Loja 1,Calça Fem,PP,5,86.67
Loja 8,Jaqueta,PP,5,72.59
Loja 9,Camiseta Mang Long,PP,6,62.24
Loja 7,Jaqueta,M,4,16.78
Loja 10,Calça Skini,M,3,14.3
Loja 5,Moletom,P,7,32.34
Loja 1,Bermuda,P,6,73.05
Loja 3,Blusa,GG,8,41.64
Loja 5,Bermuda,EGG,3,66.32
Loja 5,Blusa,M,9,41.9
Loja 1,Calça Skini,M,9,69.54
Loja 5,Vestido,EGG,1,75.12
Loja 7,Macacão,GG,8,26.33
Loja 8,Camiseta Mang Long,P,4,84.68
Loja 9,Blazer,PP,1,35.56
Loja 3,Pijama,EGG,8,17.6
Loja 10,Vestido,GG,7,61.79
Loja 7,Calça Skini,PP,8,41.59
Loja 7,Shorts,GG,10,89.57
Loja 10,Regata,GG,1,85.83
Loja 1,Calça Camuflada,G,4,73.09
Loja 2,Camiseta,G,7,75.67
Loja 3,Camiseta,M,5,50.31
Loja 6,Shorts Academia,EGG,1,38.31
Loja 8,Shorts,G,8,60.55
Loja 9,Shorts Academia,EGG,1,50.94
Loja 6,Camiseta Mang Long,GG,4,45.28
Loja 7,Blazer,M,5,46.78
Loja 3,Moletom,EGG,1,11.07
Loja 6,Legging,P,6,67.54
Loja 2,Blusa,P,4,52.41
Loja 2,Pijama,M,4,51.38
Loja 5,Shorts,PP,8,79.76
Loja 8,Vestido,GG,2,13.51
Loja 7,Camiseta,PP,10,70.25
Loja 10,Regata,G,5,41.61
Loja 1,Jaqueta,G,1,24.81
Loja 5,Calça Masc,GG,4,89.49
Loja 8,Blusa,G,5,67.93
Loja 3,Calça Masc,PP,6,15.01
Loja 5,Blusa,M,4,54.3
Loja 7,Shorts,PP,2,48.81
Loja 1,Calça Fem,G,4,60.97
Loja 3,Camiseta Mang Long,P,9,41.52
Loja 5,Legging,PP,9,59.38
Loja 9,Camiseta,P,5,81.48
Loja 4,Blusa,M,2,95.8
Loja 1,Calça Masc,M,5,47.47
Loja 7,Calça Camuflada,M,10,88.56
Loja 7,Bermuda,EGG,1,49.93
Loja 1,Shorts Academia,M,3,24.8
Loja 1,Camiseta Mang Long,EGG,2,84.21
Loja 4,Vestido,EGG,5,34.11
Loja 8,Bermuda,M,10,31.11
Loja 3,Pijama,EGG,5,82.01
Loja 8,Blusa,G,5,47.18
Loja 5,Baby Look,P,3,58.46
Loja 9,Top,GG,6,40.82
Loja 9,Calça Fem,EGG,4,21.99
Loja 3,Jaqueta,GG,1,88.03
Loja 7,Regata,EGG,4,68.05
Loja 3,Shorts,EGG,6,24.68
Loja 5,Shorts Academia,G,8,34.63
Loja 8,Macacão,G,2,44.66
Loja 8,Regata,G,10,87.57
Loja 2,Calça Skini,P,3,17.82
Loja 9,Baby Look,GG,6,94.69
Loja 2,Calça Masc,P,4,52.38
Loja 2,Blusa,G,5,18.55
Loja 1,Calça Skini,PP,1,30.52
Loja 10,Camiseta,P,8,62.92
Loja 10,Calça Skini,GG,10,35.62
Loja 7,Shorts Academia,M,8,95.21
Loja 1,Macacão,M,5,75.78
Loja 6,Blusa,M,6,34.02
Loja 5,Camiseta,GG,10,59.59
Loja 8,Pijama,PP,5,12.32
Loja 2,Jaqueta,P,6,60.18
Loja 5,Vestido,P,8,47.43
Loja 9,Camiseta,M,1,19.23
Loja 9,Blazer,GG,2,78.52
Loja 8,Moletom,EGG,6,41.28
Loja 1,Jaqueta,EGG,3,55.59
Loja 9,Blazer,G,1,97.35
Loja 6,Moletom,P,6,92.93
Loja 4,Shorts Academia,EGG,7,27.04
Loja 1,Calça Skini,M,2,41.99
Loja 2,Jaqueta,G,1,54.38
Loja 6,Camiseta,GG,1,57.34
Loja 2,Blazer,G,3,96.56
Loja 1,Jaqueta,PP,1,34.0
Loja 8,Regata,G,5,81.68
Loja 9,Shorts Academia,PP,7,89.62
Loja 9,Calça Masc,GG,8,75.02
Loja 10,Blazer,PP,3,29.9
Loja 10,Moletom,GG,8,53.83
Loja 8,Camiseta Mang Long,PP,9,55.68
Loja 4,Macacão,GG,7,76.42
Loja 9,Camiseta,PP,3,82.34
Loja 8,Baby Look,G,8,68.72
Loja 10,Legging,EGG,8,63.51
Loja 8,Calça Fem,PP,2,90.07
Loja 9,Legging,M,1,17.27
Loja 7,Blazer,G,5,38.08
Loja 7,Camiseta,GG,7,34.33
Loja 1,Bermuda,GG,7,25.94
Loja 1,Blusa,PP,10,80.7
Loja 6,Moletom,PP,4,86.66
Loja 5,Bermuda,GG,7,96.61
